filename,question,answer,sweep
22.svg,Count the number of triangle's that are gray.,1,"(2, 6)"
22.svg,Count the number of triangle's that are red.,1,"(2, 6)"
23.svg,Count the number of octagon's that are red.,2,"(2, 6)"
23.svg,Count the number of octagon's that are yellow.,1,"(2, 6)"
23.svg,Count the number of octagon's that are black.,1,"(2, 6)"
24.svg,Count the number of triangle's that are purple.,1,"(2, 6)"
24.svg,Count the number of star's that are green.,2,"(2, 6)"
25.svg,Count the number of octagon's that are orange.,1,"(2, 6)"
25.svg,Count the number of octagon's that are yellow.,1,"(2, 6)"
25.svg,Count the number of hexagon's that are purple.,1,"(2, 6)"
25.svg,Count the number of hexagon's that are black.,1,"(2, 6)"
26.svg,Count the number of pentagon's that are orange.,1,"(2, 6)"
26.svg,Count the number of pentagon's that are black.,1,"(2, 6)"
26.svg,Count the number of pentagon's that are gray.,1,"(2, 6)"
26.svg,Count the number of hexagon's that are orange.,2,"(2, 6)"
27.svg,Count the number of cross's that are orange.,2,"(2, 6)"
27.svg,Count the number of star's that are black.,1,"(2, 6)"
28.svg,Count the number of hexagon's that are yellow.,1,"(2, 6)"
28.svg,Count the number of star's that are yellow.,1,"(2, 6)"
28.svg,Count the number of hexagon's that are green.,1,"(2, 6)"
29.svg,Count the number of triangle's that are gray.,1,"(2, 6)"
29.svg,Count the number of triangle's that are blue.,1,"(2, 6)"
29.svg,Count the number of triangle's that are black.,1,"(2, 6)"
30.svg,Count the number of pentagon's that are red.,1,"(4, 2)"
30.svg,Count the number of octagon's that are yellow.,1,"(4, 2)"
30.svg,Count the number of hexagon's that are yellow.,1,"(4, 2)"
31.svg,Count the number of star's that are red.,1,"(4, 2)"
31.svg,Count the number of cross's that are blue.,1,"(4, 2)"
31.svg,Count the number of star's that are orange.,1,"(4, 2)"
32.svg,Count the number of star's that are yellow.,1,"(4, 2)"
32.svg,Count the number of hexagon's that are black.,1,"(4, 2)"
32.svg,Count the number of octagon's that are purple.,1,"(4, 2)"
32.svg,Count the number of star's that are blue.,1,"(4, 2)"
33.svg,Count the number of star's that are orange.,1,"(4, 2)"
33.svg,Count the number of pentagon's that are black.,1,"(4, 2)"
33.svg,Count the number of pentagon's that are blue.,1,"(4, 2)"
34.svg,Count the number of pentagon's that are red.,1,"(4, 2)"
34.svg,Count the number of hexagon's that are yellow.,1,"(4, 2)"
34.svg,Count the number of triangle's that are red.,1,"(4, 2)"
35.svg,Count the number of cross's that are gray.,1,"(4, 2)"
35.svg,Count the number of triangle's that are purple.,1,"(4, 2)"
35.svg,Count the number of cross's that are green.,1,"(4, 2)"
35.svg,Count the number of octagon's that are blue.,1,"(4, 2)"
36.svg,Count the number of star's that are yellow.,1,"(4, 2)"
36.svg,Count the number of hexagon's that are red.,1,"(4, 2)"
37.svg,Count the number of hexagon's that are green.,1,"(4, 2)"
37.svg,Count the number of octagon's that are green.,1,"(4, 2)"
37.svg,Count the number of octagon's that are red.,1,"(4, 2)"
38.svg,Count the number of cross's that are red.,1,"(4, 2)"
38.svg,Count the number of hexagon's that are gray.,1,"(4, 2)"
38.svg,Count the number of cross's that are blue.,1,"(4, 2)"
38.svg,Count the number of pentagon's that are blue.,1,"(4, 2)"
39.svg,Count the number of hexagon's that are black.,1,"(4, 2)"
39.svg,Count the number of pentagon's that are green.,1,"(4, 2)"
39.svg,Count the number of pentagon's that are red.,1,"(4, 2)"
39.svg,Count the number of octagon's that are green.,1,"(4, 2)"
40.svg,Count the number of hexagon's that are purple.,1,"(4, 4)"
40.svg,Count the number of pentagon's that are gray.,1,"(4, 4)"
40.svg,Count the number of pentagon's that are purple.,1,"(4, 4)"
40.svg,Count the number of triangle's that are red.,1,"(4, 4)"
40.svg,Count the number of pentagon's that are blue.,1,"(4, 4)"
41.svg,Count the number of triangle's that are orange.,1,"(4, 4)"
41.svg,Count the number of octagon's that are red.,1,"(4, 4)"
41.svg,Count the number of octagon's that are black.,1,"(4, 4)"
41.svg,Count the number of cross's that are purple.,1,"(4, 4)"
41.svg,Count the number of triangle's that are black.,1,"(4, 4)"
42.svg,Count the number of octagon's that are yellow.,1,"(4, 4)"
42.svg,Count the number of star's that are gray.,1,"(4, 4)"
42.svg,Count the number of cross's that are orange.,1,"(4, 4)"
42.svg,Count the number of star's that are black.,1,"(4, 4)"
43.svg,Count the number of octagon's that are gray.,1,"(4, 4)"
43.svg,Count the number of star's that are purple.,2,"(4, 4)"
43.svg,Count the number of hexagon's that are gray.,1,"(4, 4)"
43.svg,Count the number of pentagon's that are red.,2,"(4, 4)"
44.svg,Count the number of pentagon's that are orange.,1,"(4, 4)"
44.svg,Count the number of triangle's that are black.,1,"(4, 4)"
44.svg,Count the number of triangle's that are green.,1,"(4, 4)"
44.svg,Count the number of pentagon's that are yellow.,1,"(4, 4)"
44.svg,Count the number of pentagon's that are green.,1,"(4, 4)"
45.svg,Count the number of hexagon's that are yellow.,1,"(4, 4)"
45.svg,Count the number of pentagon's that are purple.,1,"(4, 4)"
45.svg,Count the number of triangle's that are yellow.,1,"(4, 4)"
45.svg,Count the number of cross's that are blue.,1,"(4, 4)"
45.svg,Count the number of cross's that are purple.,1,"(4, 4)"
46.svg,Count the number of hexagon's that are red.,1,"(4, 4)"
46.svg,Count the number of hexagon's that are purple.,2,"(4, 4)"
46.svg,Count the number of star's that are blue.,1,"(4, 4)"
46.svg,Count the number of octagon's that are yellow.,2,"(4, 4)"
46.svg,Count the number of star's that are purple.,1,"(4, 4)"
47.svg,Count the number of pentagon's that are red.,1,"(4, 4)"
47.svg,Count the number of pentagon's that are purple.,1,"(4, 4)"
47.svg,Count the number of star's that are blue.,1,"(4, 4)"
47.svg,Count the number of cross's that are black.,1,"(4, 4)"
48.svg,Count the number of octagon's that are blue.,1,"(4, 4)"
48.svg,Count the number of pentagon's that are yellow.,2,"(4, 4)"
48.svg,Count the number of triangle's that are blue.,1,"(4, 4)"
48.svg,Count the number of cross's that are green.,1,"(4, 4)"
48.svg,Count the number of octagon's that are black.,1,"(4, 4)"
49.svg,Count the number of octagon's that are black.,1,"(4, 4)"
49.svg,Count the number of cross's that are purple.,1,"(4, 4)"
49.svg,Count the number of cross's that are red.,1,"(4, 4)"
49.svg,Count the number of pentagon's that are orange.,2,"(4, 4)"
49.svg,Count the number of hexagon's that are black.,1,"(4, 4)"
50.svg,Count the number of star's that are gray.,2,"(4, 6)"
50.svg,Count the number of hexagon's that are green.,2,"(4, 6)"
50.svg,Count the number of hexagon's that are black.,1,"(4, 6)"
50.svg,Count the number of star's that are green.,1,"(4, 6)"
50.svg,Count the number of triangle's that are blue.,1,"(4, 6)"
50.svg,Count the number of star's that are blue.,1,"(4, 6)"
51.svg,Count the number of cross's that are red.,1,"(4, 6)"
51.svg,Count the number of octagon's that are black.,1,"(4, 6)"
51.svg,Count the number of star's that are gray.,1,"(4, 6)"
51.svg,Count the number of cross's that are purple.,1,"(4, 6)"
51.svg,Count the number of cross's that are yellow.,1,"(4, 6)"
51.svg,Count the number of octagon's that are orange.,1,"(4, 6)"
52.svg,Count the number of pentagon's that are purple.,1,"(4, 6)"
52.svg,Count the number of star's that are purple.,1,"(4, 6)"
52.svg,Count the number of star's that are blue.,1,"(4, 6)"
52.svg,Count the number of hexagon's that are black.,2,"(4, 6)"
52.svg,Count the number of cross's that are blue.,1,"(4, 6)"
52.svg,Count the number of cross's that are orange.,1,"(4, 6)"
53.svg,Count the number of pentagon's that are blue.,2,"(4, 6)"
53.svg,Count the number of pentagon's that are purple.,1,"(4, 6)"
53.svg,Count the number of cross's that are black.,1,"(4, 6)"
53.svg,Count the number of star's that are gray.,1,"(4, 6)"
53.svg,Count the number of hexagon's that are black.,1,"(4, 6)"
53.svg,Count the number of pentagon's that are yellow.,1,"(4, 6)"
54.svg,Count the number of hexagon's that are black.,1,"(4, 6)"
54.svg,Count the number of hexagon's that are purple.,1,"(4, 6)"
54.svg,Count the number of octagon's that are gray.,1,"(4, 6)"
54.svg,Count the number of pentagon's that are gray.,1,"(4, 6)"
54.svg,Count the number of hexagon's that are green.,1,"(4, 6)"
54.svg,Count the number of hexagon's that are yellow.,1,"(4, 6)"
55.svg,Count the number of hexagon's that are yellow.,1,"(4, 6)"
55.svg,Count the number of pentagon's that are purple.,1,"(4, 6)"
55.svg,Count the number of triangle's that are blue.,1,"(4, 6)"
55.svg,Count the number of triangle's that are black.,1,"(4, 6)"
55.svg,Count the number of pentagon's that are black.,1,"(4, 6)"
56.svg,Count the number of cross's that are purple.,1,"(4, 6)"
56.svg,Count the number of star's that are blue.,1,"(4, 6)"
56.svg,Count the number of triangle's that are blue.,1,"(4, 6)"
56.svg,Count the number of star's that are gray.,2,"(4, 6)"
56.svg,Count the number of star's that are yellow.,2,"(4, 6)"
56.svg,Count the number of star's that are black.,1,"(4, 6)"
57.svg,Count the number of octagon's that are gray.,1,"(4, 6)"
57.svg,Count the number of hexagon's that are blue.,1,"(4, 6)"
57.svg,Count the number of octagon's that are green.,2,"(4, 6)"
57.svg,Count the number of octagon's that are red.,1,"(4, 6)"
57.svg,Count the number of triangle's that are green.,1,"(4, 6)"
58.svg,Count the number of octagon's that are red.,2,"(4, 6)"
58.svg,Count the number of octagon's that are yellow.,1,"(4, 6)"
58.svg,Count the number of cross's that are red.,1,"(4, 6)"
58.svg,Count the number of hexagon's that are black.,1,"(4, 6)"
58.svg,Count the number of octagon's that are purple.,2,"(4, 6)"
59.svg,Count the number of hexagon's that are green.,1,"(4, 6)"
59.svg,Count the number of pentagon's that are gray.,2,"(4, 6)"
59.svg,Count the number of hexagon's that are red.,1,"(4, 6)"
59.svg,Count the number of hexagon's that are blue.,2,"(4, 6)"
59.svg,Count the number of pentagon's that are blue.,2,"(4, 6)"
60.svg,Count the number of star's that are green.,1,"(6, 2)"
60.svg,Count the number of hexagon's that are green.,1,"(6, 2)"
60.svg,Count the number of pentagon's that are green.,1,"(6, 2)"
60.svg,Count the number of triangle's that are green.,1,"(6, 2)"
61.svg,Count the number of cross's that are orange.,1,"(6, 2)"
61.svg,Count the number of pentagon's that are black.,1,"(6, 2)"
61.svg,Count the number of cross's that are purple.,1,"(6, 2)"
61.svg,Count the number of star's that are orange.,1,"(6, 2)"
61.svg,Count the number of pentagon's that are purple.,1,"(6, 2)"
62.svg,Count the number of hexagon's that are black.,1,"(6, 2)"
62.svg,Count the number of triangle's that are purple.,1,"(6, 2)"
62.svg,Count the number of pentagon's that are gray.,1,"(6, 2)"
62.svg,Count the number of cross's that are yellow.,1,"(6, 2)"
63.svg,Count the number of triangle's that are blue.,1,"(6, 2)"
63.svg,Count the number of cross's that are red.,1,"(6, 2)"
63.svg,Count the number of hexagon's that are gray.,1,"(6, 2)"
63.svg,Count the number of octagon's that are orange.,1,"(6, 2)"
63.svg,Count the number of cross's that are blue.,1,"(6, 2)"
64.svg,Count the number of cross's that are gray.,1,"(6, 2)"
64.svg,Count the number of pentagon's that are black.,1,"(6, 2)"
64.svg,Count the number of hexagon's that are red.,1,"(6, 2)"
64.svg,Count the number of triangle's that are yellow.,1,"(6, 2)"
65.svg,Count the number of octagon's that are black.,1,"(6, 2)"
65.svg,Count the number of pentagon's that are green.,1,"(6, 2)"
65.svg,Count the number of hexagon's that are purple.,1,"(6, 2)"
65.svg,Count the number of cross's that are red.,1,"(6, 2)"
65.svg,Count the number of pentagon's that are gray.,1,"(6, 2)"
66.svg,Count the number of pentagon's that are yellow.,1,"(6, 2)"
66.svg,Count the number of cross's that are black.,1,"(6, 2)"
66.svg,Count the number of cross's that are red.,1,"(6, 2)"
66.svg,Count the number of octagon's that are green.,1,"(6, 2)"
67.svg,Count the number of hexagon's that are purple.,1,"(6, 2)"
67.svg,Count the number of star's that are black.,1,"(6, 2)"
67.svg,Count the number of octagon's that are green.,1,"(6, 2)"
67.svg,Count the number of triangle's that are orange.,1,"(6, 2)"
68.svg,Count the number of cross's that are purple.,1,"(6, 2)"
68.svg,Count the number of triangle's that are purple.,1,"(6, 2)"
68.svg,Count the number of cross's that are red.,1,"(6, 2)"
68.svg,Count the number of star's that are purple.,2,"(6, 2)"
69.svg,Count the number of octagon's that are blue.,1,"(6, 2)"
69.svg,Count the number of triangle's that are purple.,1,"(6, 2)"
69.svg,Count the number of pentagon's that are red.,1,"(6, 2)"
69.svg,Count the number of triangle's that are gray.,1,"(6, 2)"
69.svg,Count the number of star's that are yellow.,1,"(6, 2)"
70.svg,Count the number of hexagon's that are green.,1,"(6, 4)"
70.svg,Count the number of hexagon's that are black.,1,"(6, 4)"
70.svg,Count the number of triangle's that are red.,1,"(6, 4)"
70.svg,Count the number of octagon's that are blue.,1,"(6, 4)"
70.svg,Count the number of star's that are red.,2,"(6, 4)"
70.svg,Count the number of octagon's that are black.,1,"(6, 4)"
70.svg,Count the number of pentagon's that are orange.,1,"(6, 4)"
71.svg,Count the number of hexagon's that are black.,1,"(6, 4)"
71.svg,Count the number of triangle's that are yellow.,1,"(6, 4)"
71.svg,Count the number of hexagon's that are red.,1,"(6, 4)"
71.svg,Count the number of cross's that are black.,1,"(6, 4)"
71.svg,Count the number of hexagon's that are gray.,1,"(6, 4)"
71.svg,Count the number of triangle's that are black.,1,"(6, 4)"
71.svg,Count the number of octagon's that are black.,1,"(6, 4)"
72.svg,Count the number of pentagon's that are gray.,2,"(6, 4)"
72.svg,Count the number of octagon's that are green.,1,"(6, 4)"
72.svg,Count the number of pentagon's that are green.,1,"(6, 4)"
72.svg,Count the number of octagon's that are purple.,1,"(6, 4)"
72.svg,Count the number of octagon's that are red.,1,"(6, 4)"
72.svg,Count the number of cross's that are blue.,1,"(6, 4)"
72.svg,Count the number of triangle's that are black.,1,"(6, 4)"
72.svg,Count the number of cross's that are gray.,1,"(6, 4)"
73.svg,Count the number of star's that are purple.,1,"(6, 4)"
73.svg,Count the number of star's that are gray.,1,"(6, 4)"
73.svg,Count the number of octagon's that are black.,1,"(6, 4)"
73.svg,Count the number of pentagon's that are yellow.,2,"(6, 4)"
73.svg,Count the number of hexagon's that are gray.,1,"(6, 4)"
73.svg,Count the number of star's that are yellow.,1,"(6, 4)"
73.svg,Count the number of pentagon's that are blue.,1,"(6, 4)"
74.svg,Count the number of octagon's that are red.,1,"(6, 4)"
74.svg,Count the number of star's that are yellow.,1,"(6, 4)"
74.svg,Count the number of hexagon's that are blue.,2,"(6, 4)"
74.svg,Count the number of cross's that are yellow.,1,"(6, 4)"
74.svg,Count the number of pentagon's that are gray.,1,"(6, 4)"
74.svg,Count the number of cross's that are blue.,2,"(6, 4)"
75.svg,Count the number of octagon's that are gray.,1,"(6, 4)"
75.svg,Count the number of octagon's that are yellow.,1,"(6, 4)"
75.svg,Count the number of cross's that are blue.,1,"(6, 4)"
75.svg,Count the number of pentagon's that are orange.,1,"(6, 4)"
75.svg,Count the number of hexagon's that are black.,1,"(6, 4)"
75.svg,Count the number of star's that are blue.,1,"(6, 4)"
75.svg,Count the number of octagon's that are blue.,1,"(6, 4)"
75.svg,Count the number of pentagon's that are purple.,1,"(6, 4)"
76.svg,Count the number of octagon's that are black.,1,"(6, 4)"
76.svg,Count the number of octagon's that are blue.,1,"(6, 4)"
76.svg,Count the number of star's that are red.,1,"(6, 4)"
76.svg,Count the number of pentagon's that are gray.,1,"(6, 4)"
76.svg,Count the number of cross's that are orange.,2,"(6, 4)"
76.svg,Count the number of pentagon's that are red.,1,"(6, 4)"
76.svg,Count the number of triangle's that are purple.,1,"(6, 4)"
76.svg,Count the number of cross's that are red.,1,"(6, 4)"
77.svg,Count the number of cross's that are yellow.,1,"(6, 4)"
77.svg,Count the number of cross's that are black.,2,"(6, 4)"
77.svg,Count the number of octagon's that are blue.,1,"(6, 4)"
77.svg,Count the number of triangle's that are blue.,1,"(6, 4)"
77.svg,Count the number of hexagon's that are red.,1,"(6, 4)"
78.svg,Count the number of star's that are red.,1,"(6, 4)"
78.svg,Count the number of triangle's that are black.,1,"(6, 4)"
78.svg,Count the number of pentagon's that are blue.,1,"(6, 4)"
78.svg,Count the number of triangle's that are purple.,1,"(6, 4)"
78.svg,Count the number of hexagon's that are green.,1,"(6, 4)"
78.svg,Count the number of triangle's that are blue.,1,"(6, 4)"
78.svg,Count the number of pentagon's that are orange.,1,"(6, 4)"
78.svg,Count the number of hexagon's that are orange.,1,"(6, 4)"
78.svg,Count the number of star's that are black.,1,"(6, 4)"
79.svg,Count the number of triangle's that are black.,1,"(6, 4)"
79.svg,Count the number of triangle's that are gray.,1,"(6, 4)"
79.svg,Count the number of pentagon's that are green.,1,"(6, 4)"
79.svg,Count the number of octagon's that are purple.,1,"(6, 4)"
79.svg,Count the number of pentagon's that are yellow.,2,"(6, 4)"
79.svg,Count the number of octagon's that are green.,1,"(6, 4)"
79.svg,Count the number of cross's that are gray.,1,"(6, 4)"
80.svg,Count the number of octagon's that are green.,1,"(6, 6)"
80.svg,Count the number of cross's that are black.,1,"(6, 6)"
80.svg,Count the number of triangle's that are black.,1,"(6, 6)"
80.svg,Count the number of star's that are purple.,1,"(6, 6)"
80.svg,Count the number of star's that are blue.,4,"(6, 6)"
81.svg,Count the number of pentagon's that are gray.,2,"(6, 6)"
81.svg,Count the number of cross's that are green.,2,"(6, 6)"
81.svg,Count the number of octagon's that are gray.,1,"(6, 6)"
81.svg,Count the number of cross's that are orange.,1,"(6, 6)"
81.svg,Count the number of hexagon's that are black.,1,"(6, 6)"
81.svg,Count the number of octagon's that are black.,1,"(6, 6)"
81.svg,Count the number of hexagon's that are orange.,1,"(6, 6)"
81.svg,Count the number of pentagon's that are purple.,1,"(6, 6)"
81.svg,Count the number of cross's that are blue.,1,"(6, 6)"
82.svg,Count the number of cross's that are blue.,1,"(6, 6)"
82.svg,Count the number of star's that are blue.,1,"(6, 6)"
82.svg,Count the number of octagon's that are blue.,1,"(6, 6)"
82.svg,Count the number of cross's that are green.,1,"(6, 6)"
82.svg,Count the number of hexagon's that are orange.,2,"(6, 6)"
82.svg,Count the number of octagon's that are red.,1,"(6, 6)"
82.svg,Count the number of cross's that are orange.,1,"(6, 6)"
82.svg,Count the number of hexagon's that are yellow.,2,"(6, 6)"
82.svg,Count the number of hexagon's that are red.,1,"(6, 6)"
82.svg,Count the number of cross's that are black.,1,"(6, 6)"
83.svg,Count the number of triangle's that are orange.,1,"(6, 6)"
83.svg,Count the number of octagon's that are gray.,1,"(6, 6)"
83.svg,Count the number of octagon's that are orange.,1,"(6, 6)"
83.svg,Count the number of hexagon's that are yellow.,1,"(6, 6)"
83.svg,Count the number of triangle's that are purple.,1,"(6, 6)"
83.svg,Count the number of octagon's that are purple.,1,"(6, 6)"
83.svg,Count the number of hexagon's that are orange.,1,"(6, 6)"
84.svg,Count the number of triangle's that are gray.,1,"(6, 6)"
84.svg,Count the number of cross's that are red.,1,"(6, 6)"
84.svg,Count the number of octagon's that are orange.,1,"(6, 6)"
84.svg,Count the number of hexagon's that are red.,2,"(6, 6)"
84.svg,Count the number of cross's that are orange.,1,"(6, 6)"
84.svg,Count the number of hexagon's that are purple.,1,"(6, 6)"
84.svg,Count the number of triangle's that are blue.,1,"(6, 6)"
84.svg,Count the number of triangle's that are red.,2,"(6, 6)"
85.svg,Count the number of hexagon's that are purple.,1,"(6, 6)"
85.svg,Count the number of cross's that are orange.,2,"(6, 6)"
85.svg,Count the number of octagon's that are yellow.,1,"(6, 6)"
85.svg,Count the number of cross's that are purple.,1,"(6, 6)"
85.svg,Count the number of hexagon's that are red.,3,"(6, 6)"
85.svg,Count the number of triangle's that are blue.,1,"(6, 6)"
85.svg,Count the number of pentagon's that are red.,1,"(6, 6)"
85.svg,Count the number of triangle's that are red.,2,"(6, 6)"
85.svg,Count the number of star's that are blue.,1,"(6, 6)"
85.svg,Count the number of octagon's that are red.,1,"(6, 6)"
86.svg,Count the number of cross's that are green.,1,"(6, 6)"
86.svg,Count the number of triangle's that are blue.,1,"(6, 6)"
86.svg,Count the number of hexagon's that are blue.,1,"(6, 6)"
86.svg,Count the number of octagon's that are blue.,1,"(6, 6)"
86.svg,Count the number of cross's that are gray.,2,"(6, 6)"
86.svg,Count the number of triangle's that are black.,1,"(6, 6)"
86.svg,Count the number of pentagon's that are black.,1,"(6, 6)"
86.svg,Count the number of pentagon's that are gray.,1,"(6, 6)"
86.svg,Count the number of triangle's that are purple.,1,"(6, 6)"
86.svg,Count the number of pentagon's that are purple.,1,"(6, 6)"
86.svg,Count the number of cross's that are yellow.,1,"(6, 6)"
86.svg,Count the number of hexagon's that are green.,1,"(6, 6)"
86.svg,Count the number of star's that are purple.,1,"(6, 6)"
87.svg,Count the number of triangle's that are black.,1,"(6, 6)"
87.svg,Count the number of octagon's that are green.,1,"(6, 6)"
87.svg,Count the number of cross's that are green.,1,"(6, 6)"
87.svg,Count the number of triangle's that are gray.,1,"(6, 6)"
87.svg,Count the number of star's that are green.,1,"(6, 6)"
87.svg,Count the number of cross's that are black.,1,"(6, 6)"
87.svg,Count the number of octagon's that are purple.,2,"(6, 6)"
87.svg,Count the number of triangle's that are purple.,1,"(6, 6)"
87.svg,Count the number of star's that are gray.,1,"(6, 6)"
88.svg,Count the number of star's that are green.,1,"(6, 6)"
88.svg,Count the number of star's that are purple.,2,"(6, 6)"
88.svg,Count the number of octagon's that are purple.,1,"(6, 6)"
88.svg,Count the number of pentagon's that are gray.,1,"(6, 6)"
88.svg,Count the number of hexagon's that are purple.,1,"(6, 6)"
88.svg,Count the number of octagon's that are black.,1,"(6, 6)"
88.svg,Count the number of cross's that are green.,1,"(6, 6)"
88.svg,Count the number of pentagon's that are blue.,1,"(6, 6)"
89.svg,Count the number of cross's that are yellow.,1,"(6, 6)"
89.svg,Count the number of octagon's that are purple.,2,"(6, 6)"
89.svg,Count the number of star's that are blue.,1,"(6, 6)"
89.svg,Count the number of pentagon's that are blue.,1,"(6, 6)"
89.svg,Count the number of triangle's that are black.,1,"(6, 6)"
89.svg,Count the number of star's that are green.,3,"(6, 6)"
