filename,question,answer,sweep
29.svg,"In grid 5, starting from the black triangle at position (row 1, column 2), how many black squares are there left of it in the same row?",0,"(3, 3, 5)"
30.svg,"In grid 1, starting from the black triangle at position (row 1, column 4), how many squares are there left of it in the same row?",2,"(3, 6, 1)"
30.svg,"In grid 1, starting from the white triangle at position (row 1, column 3), how many squares are there left of it in the same row?",2,"(3, 6, 1)"
30.svg,"In grid 1, starting from the black triangle at position (row 2, column 3), how many white objects are there up of it in the same column?",1,"(3, 6, 1)"
30.svg,"In grid 1, starting from the white triangle at position (row 1, column 3), how many black objects are there left of it in the same row?",2,"(3, 6, 1)"
31.svg,"In grid 1, starting from the white square at position (row 3, column 3), how many black triangles are there left of it in the same row?",0,"(3, 6, 1)"
31.svg,"In grid 1, starting from the white square at position (row 3, column 1), how many black objects are there up of it in the same column?",0,"(3, 6, 1)"
32.svg,"In grid 1, starting from the white circle at position (row 3, column 3), how many circles are there left of it in the same row?",1,"(3, 6, 1)"
33.svg,"In grid 1, starting from the black square at position (row 1, column 1), how many triangles are there right of it in the same row?",3,"(3, 6, 1)"
33.svg,"In grid 1, starting from the black triangle at position (row 1, column 2), how many triangles are there right of it in the same row?",2,"(3, 6, 1)"
33.svg,"In grid 1, starting from the black circle at position (row 3, column 6), how many black triangles are there up of it in the same column?",0,"(3, 6, 1)"
33.svg,"In grid 1, starting from the black circle at position (row 2, column 1), how many triangles are there down of it in the same column?",0,"(3, 6, 1)"
34.svg,"In grid 1, starting from the black square at position (row 1, column 5), how many white objects are there down of it in the same column?",2,"(3, 6, 1)"
34.svg,"In grid 1, starting from the black circle at position (row 3, column 2), how many white objects are there right of it in the same row?",2,"(3, 6, 1)"
34.svg,"In grid 1, starting from the white circle at position (row 2, column 5), how many circles are there right of it in the same row?",1,"(3, 6, 1)"
34.svg,"In grid 1, starting from the white circle at position (row 2, column 5), how many white objects are there down of it in the same column?",1,"(3, 6, 1)"
35.svg,"In grid 1, starting from the white circle at position (row 2, column 1), how many black triangles are there up of it in the same column?",0,"(3, 6, 1)"
35.svg,"In grid 1, starting from the black triangle at position (row 2, column 5), how many black squares are there down of it in the same column?",1,"(3, 6, 1)"
36.svg,"In grid 1, starting from the black square at position (row 1, column 3), how many black objects are there down of it in the same column?",2,"(3, 6, 1)"
37.svg,"In grid 1, starting from the black triangle at position (row 3, column 4), how many white objects are there left of it in the same row?",0,"(3, 6, 1)"
37.svg,"In grid 1, starting from the white triangle at position (row 3, column 5), how many white objects are there right of it in the same row?",1,"(3, 6, 1)"
37.svg,"In grid 1, starting from the white triangle at position (row 1, column 5), how many squares are there down of it in the same column?",0,"(3, 6, 1)"
37.svg,"In grid 1, starting from the white triangle at position (row 2, column 6), how many black objects are there down of it in the same column?",0,"(3, 6, 1)"
37.svg,"In grid 1, starting from the white circle at position (row 1, column 1), how many white objects are there down of it in the same column?",0,"(3, 6, 1)"
38.svg,"In grid 1, starting from the black triangle at position (row 3, column 5), how many triangles are there right of it in the same row?",1,"(3, 6, 1)"
38.svg,"In grid 1, starting from the white square at position (row 1, column 5), how many white circles are there down of it in the same column?",0,"(3, 6, 1)"
38.svg,"In grid 1, starting from the white square at position (row 1, column 5), how many white objects are there down of it in the same column?",0,"(3, 6, 1)"
38.svg,"In grid 1, starting from the black triangle at position (row 3, column 6), how many triangles are there up of it in the same column?",0,"(3, 6, 1)"
39.svg,"In grid 1, starting from the black square at position (row 3, column 6), how many black squares are there left of it in the same row?",2,"(3, 6, 1)"
39.svg,"In grid 1, starting from the white triangle at position (row 3, column 4), how many black objects are there left of it in the same row?",2,"(3, 6, 1)"
39.svg,"In grid 1, starting from the white square at position (row 1, column 5), how many black circles are there right of it in the same row?",0,"(3, 6, 1)"
39.svg,"In grid 1, starting from the white triangle at position (row 2, column 2), how many black squares are there right of it in the same row?",0,"(3, 6, 1)"
40.svg,"In grid 2, starting from the black square at position (row 2, column 4), how many black squares are there left of it in the same row?",0,"(3, 6, 3)"
40.svg,"In grid 3, starting from the black circle at position (row 3, column 2), how many black triangles are there up of it in the same column?",0,"(3, 6, 3)"
40.svg,"In grid 2, starting from the black triangle at position (row 2, column 3), how many white circles are there left of it in the same row?",0,"(3, 6, 3)"
41.svg,"In grid 2, starting from the white circle at position (row 1, column 5), how many white triangles are there down of it in the same column?",1,"(3, 6, 3)"
41.svg,"In grid 3, starting from the black square at position (row 2, column 3), how many white objects are there down of it in the same column?",0,"(3, 6, 3)"
41.svg,"In grid 2, starting from the black triangle at position (row 2, column 1), how many black objects are there right of it in the same row?",3,"(3, 6, 3)"
41.svg,"In grid 1, starting from the black triangle at position (row 3, column 5), how many squares are there left of it in the same row?",2,"(3, 6, 3)"
42.svg,"In grid 1, starting from the black circle at position (row 3, column 3), how many white triangles are there up of it in the same column?",0,"(3, 6, 3)"
42.svg,"In grid 2, starting from the white square at position (row 2, column 3), how many black squares are there up of it in the same column?",0,"(3, 6, 3)"
42.svg,"In grid 3, starting from the white square at position (row 3, column 5), how many black circles are there up of it in the same column?",1,"(3, 6, 3)"
42.svg,"In grid 1, starting from the black triangle at position (row 3, column 1), how many white objects are there up of it in the same column?",2,"(3, 6, 3)"
43.svg,"In grid 3, starting from the black circle at position (row 1, column 3), how many black objects are there down of it in the same column?",2,"(3, 6, 3)"
44.svg,"In grid 1, starting from the white triangle at position (row 2, column 2), how many black triangles are there down of it in the same column?",0,"(3, 6, 3)"
45.svg,"In grid 3, starting from the black circle at position (row 3, column 1), how many circles are there up of it in the same column?",0,"(3, 6, 3)"
46.svg,"In grid 3, starting from the white circle at position (row 1, column 5), how many squares are there right of it in the same row?",0,"(3, 6, 3)"
46.svg,"In grid 2, starting from the white square at position (row 3, column 6), how many white objects are there left of it in the same row?",3,"(3, 6, 3)"
47.svg,"In grid 1, starting from the black square at position (row 3, column 5), how many white objects are there right of it in the same row?",1,"(3, 6, 3)"
47.svg,"In grid 2, starting from the black square at position (row 3, column 4), how many circles are there left of it in the same row?",1,"(3, 6, 3)"
47.svg,"In grid 2, starting from the white square at position (row 2, column 1), how many triangles are there right of it in the same row?",1,"(3, 6, 3)"
47.svg,"In grid 1, starting from the black triangle at position (row 3, column 2), how many black triangles are there right of it in the same row?",1,"(3, 6, 3)"
48.svg,"In grid 3, starting from the black circle at position (row 2, column 4), how many triangles are there right of it in the same row?",0,"(3, 6, 3)"
48.svg,"In grid 2, starting from the white square at position (row 2, column 5), how many white squares are there left of it in the same row?",0,"(3, 6, 3)"
48.svg,"In grid 2, starting from the white triangle at position (row 2, column 2), how many white triangles are there up of it in the same column?",0,"(3, 6, 3)"
49.svg,"In grid 1, starting from the white square at position (row 1, column 1), how many black triangles are there right of it in the same row?",1,"(3, 6, 3)"
49.svg,"In grid 1, starting from the white square at position (row 3, column 5), how many white objects are there left of it in the same row?",1,"(3, 6, 3)"
49.svg,"In grid 3, starting from the black circle at position (row 3, column 5), how many black squares are there left of it in the same row?",0,"(3, 6, 3)"
49.svg,"In grid 3, starting from the black triangle at position (row 2, column 1), how many black objects are there right of it in the same row?",1,"(3, 6, 3)"
50.svg,"In grid 5, starting from the black triangle at position (row 2, column 6), how many circles are there down of it in the same column?",0,"(3, 6, 5)"
51.svg,"In grid 4, starting from the white square at position (row 3, column 3), how many black objects are there up of it in the same column?",0,"(3, 6, 5)"
52.svg,"In grid 1, starting from the white square at position (row 3, column 4), how many circles are there up of it in the same column?",2,"(3, 6, 5)"
52.svg,"In grid 3, starting from the white triangle at position (row 3, column 2), how many triangles are there up of it in the same column?",0,"(3, 6, 5)"
52.svg,"In grid 5, starting from the white square at position (row 2, column 5), how many white objects are there up of it in the same column?",1,"(3, 6, 5)"
53.svg,"In grid 2, starting from the white square at position (row 2, column 6), how many circles are there up of it in the same column?",1,"(3, 6, 5)"
53.svg,"In grid 5, starting from the white circle at position (row 2, column 4), how many triangles are there up of it in the same column?",0,"(3, 6, 5)"
53.svg,"In grid 4, starting from the white circle at position (row 2, column 6), how many white objects are there left of it in the same row?",2,"(3, 6, 5)"
53.svg,"In grid 5, starting from the black square at position (row 3, column 6), how many circles are there left of it in the same row?",4,"(3, 6, 5)"
53.svg,"In grid 5, starting from the black circle at position (row 3, column 4), how many white triangles are there left of it in the same row?",0,"(3, 6, 5)"
54.svg,"In grid 3, starting from the white circle at position (row 2, column 5), how many white objects are there left of it in the same row?",1,"(3, 6, 5)"
54.svg,"In grid 5, starting from the white square at position (row 1, column 5), how many circles are there down of it in the same column?",0,"(3, 6, 5)"
55.svg,"In grid 4, starting from the white circle at position (row 2, column 1), how many black circles are there right of it in the same row?",0,"(3, 6, 5)"
55.svg,"In grid 1, starting from the black square at position (row 2, column 4), how many white objects are there left of it in the same row?",1,"(3, 6, 5)"
55.svg,"In grid 1, starting from the black triangle at position (row 1, column 5), how many white objects are there down of it in the same column?",0,"(3, 6, 5)"
56.svg,"In grid 2, starting from the black circle at position (row 2, column 5), how many white squares are there right of it in the same row?",0,"(3, 6, 5)"
56.svg,"In grid 2, starting from the black square at position (row 2, column 6), how many white triangles are there up of it in the same column?",0,"(3, 6, 5)"
57.svg,"In grid 5, starting from the black square at position (row 2, column 5), how many circles are there up of it in the same column?",0,"(3, 6, 5)"
57.svg,"In grid 5, starting from the black square at position (row 2, column 1), how many white triangles are there down of it in the same column?",0,"(3, 6, 5)"
58.svg,"In grid 2, starting from the white triangle at position (row 3, column 2), how many triangles are there up of it in the same column?",1,"(3, 6, 5)"
59.svg,"In grid 5, starting from the white circle at position (row 2, column 1), how many white objects are there down of it in the same column?",1,"(3, 6, 5)"
59.svg,"In grid 2, starting from the white triangle at position (row 1, column 6), how many white squares are there left of it in the same row?",0,"(3, 6, 5)"
60.svg,"In grid 1, starting from the white circle at position (row 2, column 4), how many white objects are there left of it in the same row?",2,"(3, 9, 1)"
60.svg,"In grid 1, starting from the white circle at position (row 2, column 4), how many triangles are there right of it in the same row?",3,"(3, 9, 1)"
60.svg,"In grid 1, starting from the white triangle at position (row 2, column 6), how many black squares are there left of it in the same row?",1,"(3, 9, 1)"
60.svg,"In grid 1, starting from the white square at position (row 3, column 8), how many white objects are there up of it in the same column?",0,"(3, 9, 1)"
61.svg,"In grid 1, starting from the white square at position (row 3, column 7), how many circles are there up of it in the same column?",0,"(3, 9, 1)"
62.svg,"In grid 1, starting from the black circle at position (row 1, column 3), how many black objects are there down of it in the same column?",2,"(3, 9, 1)"
63.svg,"In grid 1, starting from the black triangle at position (row 3, column 3), how many white triangles are there left of it in the same row?",0,"(3, 9, 1)"
64.svg,"In grid 1, starting from the black triangle at position (row 1, column 7), how many black squares are there down of it in the same column?",0,"(3, 9, 1)"
65.svg,"In grid 1, starting from the black square at position (row 2, column 6), how many black triangles are there right of it in the same row?",0,"(3, 9, 1)"
65.svg,"In grid 1, starting from the white triangle at position (row 2, column 7), how many white circles are there right of it in the same row?",0,"(3, 9, 1)"
66.svg,"In grid 1, starting from the white square at position (row 1, column 9), how many squares are there left of it in the same row?",4,"(3, 9, 1)"
66.svg,"In grid 1, starting from the black circle at position (row 2, column 2), how many black squares are there down of it in the same column?",0,"(3, 9, 1)"
66.svg,"In grid 1, starting from the black triangle at position (row 3, column 4), how many squares are there up of it in the same column?",1,"(3, 9, 1)"
66.svg,"In grid 1, starting from the white square at position (row 2, column 1), how many black objects are there right of it in the same row?",6,"(3, 9, 1)"
67.svg,"In grid 1, starting from the white triangle at position (row 2, column 6), how many circles are there down of it in the same column?",1,"(3, 9, 1)"
67.svg,"In grid 1, starting from the black triangle at position (row 1, column 4), how many black objects are there down of it in the same column?",1,"(3, 9, 1)"
68.svg,"In grid 1, starting from the white square at position (row 2, column 8), how many white circles are there down of it in the same column?",0,"(3, 9, 1)"
68.svg,"In grid 1, starting from the white triangle at position (row 3, column 5), how many black objects are there up of it in the same column?",1,"(3, 9, 1)"
69.svg,"In grid 1, starting from the white square at position (row 2, column 2), how many white circles are there right of it in the same row?",1,"(3, 9, 1)"
69.svg,"In grid 1, starting from the white triangle at position (row 3, column 7), how many triangles are there left of it in the same row?",2,"(3, 9, 1)"
69.svg,"In grid 1, starting from the black circle at position (row 1, column 6), how many white triangles are there down of it in the same column?",0,"(3, 9, 1)"
69.svg,"In grid 1, starting from the black circle at position (row 1, column 7), how many triangles are there right of it in the same row?",0,"(3, 9, 1)"
70.svg,"In grid 2, starting from the white triangle at position (row 1, column 1), how many black objects are there right of it in the same row?",5,"(3, 9, 3)"
70.svg,"In grid 2, starting from the black square at position (row 3, column 3), how many white triangles are there up of it in the same column?",1,"(3, 9, 3)"
70.svg,"In grid 2, starting from the white circle at position (row 2, column 5), how many white circles are there down of it in the same column?",0,"(3, 9, 3)"
70.svg,"In grid 2, starting from the white square at position (row 3, column 9), how many black triangles are there up of it in the same column?",0,"(3, 9, 3)"
70.svg,"In grid 3, starting from the white triangle at position (row 2, column 8), how many white objects are there right of it in the same row?",0,"(3, 9, 3)"
71.svg,"In grid 2, starting from the white square at position (row 2, column 7), how many circles are there down of it in the same column?",1,"(3, 9, 3)"
71.svg,"In grid 2, starting from the black circle at position (row 2, column 3), how many black objects are there right of it in the same row?",1,"(3, 9, 3)"
71.svg,"In grid 1, starting from the white circle at position (row 1, column 4), how many white objects are there right of it in the same row?",3,"(3, 9, 3)"
71.svg,"In grid 3, starting from the black circle at position (row 2, column 6), how many black objects are there right of it in the same row?",1,"(3, 9, 3)"
72.svg,"In grid 2, starting from the white square at position (row 3, column 2), how many white circles are there right of it in the same row?",0,"(3, 9, 3)"
72.svg,"In grid 3, starting from the black triangle at position (row 3, column 5), how many black circles are there up of it in the same column?",0,"(3, 9, 3)"
73.svg,"In grid 1, starting from the white triangle at position (row 3, column 8), how many black objects are there right of it in the same row?",1,"(3, 9, 3)"
73.svg,"In grid 3, starting from the white circle at position (row 1, column 4), how many black objects are there right of it in the same row?",2,"(3, 9, 3)"
73.svg,"In grid 2, starting from the white circle at position (row 1, column 8), how many squares are there left of it in the same row?",0,"(3, 9, 3)"
73.svg,"In grid 1, starting from the white square at position (row 2, column 1), how many black objects are there up of it in the same column?",0,"(3, 9, 3)"
73.svg,"In grid 3, starting from the white circle at position (row 2, column 5), how many black objects are there right of it in the same row?",3,"(3, 9, 3)"
74.svg,"In grid 3, starting from the black circle at position (row 1, column 4), how many white objects are there right of it in the same row?",4,"(3, 9, 3)"
74.svg,"In grid 2, starting from the white triangle at position (row 2, column 7), how many black objects are there right of it in the same row?",1,"(3, 9, 3)"
74.svg,"In grid 1, starting from the white triangle at position (row 2, column 9), how many triangles are there up of it in the same column?",0,"(3, 9, 3)"
74.svg,"In grid 1, starting from the black square at position (row 2, column 3), how many white objects are there left of it in the same row?",1,"(3, 9, 3)"
74.svg,"In grid 1, starting from the white triangle at position (row 2, column 5), how many circles are there up of it in the same column?",0,"(3, 9, 3)"
75.svg,"In grid 1, starting from the white square at position (row 2, column 9), how many white squares are there down of it in the same column?",0,"(3, 9, 3)"
76.svg,"In grid 2, starting from the black triangle at position (row 1, column 8), how many white objects are there right of it in the same row?",1,"(3, 9, 3)"
76.svg,"In grid 3, starting from the black square at position (row 2, column 6), how many white circles are there left of it in the same row?",1,"(3, 9, 3)"
76.svg,"In grid 1, starting from the white square at position (row 2, column 2), how many black objects are there down of it in the same column?",0,"(3, 9, 3)"
76.svg,"In grid 3, starting from the black square at position (row 2, column 8), how many white triangles are there up of it in the same column?",1,"(3, 9, 3)"
76.svg,"In grid 2, starting from the black circle at position (row 2, column 1), how many black objects are there right of it in the same row?",4,"(3, 9, 3)"
77.svg,"In grid 3, starting from the black circle at position (row 3, column 3), how many black objects are there right of it in the same row?",5,"(3, 9, 3)"
77.svg,"In grid 1, starting from the white circle at position (row 3, column 4), how many black squares are there right of it in the same row?",0,"(3, 9, 3)"
77.svg,"In grid 1, starting from the black square at position (row 2, column 1), how many squares are there up of it in the same column?",0,"(3, 9, 3)"
78.svg,"In grid 2, starting from the black square at position (row 3, column 6), how many triangles are there left of it in the same row?",2,"(3, 9, 3)"
78.svg,"In grid 3, starting from the black square at position (row 2, column 2), how many black triangles are there up of it in the same column?",0,"(3, 9, 3)"
