filename,question,answer,sweep
62.png,"In the scene, how many black cone's are there?",1,"[3, 2, 0.99]"
68.png,"In the scene, how many red cube's are there?",1,"[3, 3, 0.9]"
65.png,"In the scene, how many red cone's are there?",2,"[3, 3, 0.7]"
67.png,"In the scene, how many blue cube's are there?",2,"[3, 3, 0.8]"
22.png,"In the scene, how many black cone's are there?",1,"[1, 3, 0.99]"
105.png,"In the scene, how many white cylinder's are there?",1,"[5, 2, 0.7]"
70.png,"In the scene, how many blue sphere's are there?",1,"[3, 3, 0.99]"
115.png,"In the scene, how many red cube's are there?",1,"[5, 3, 0.8]"
93.png,"In the scene, how many red cube's are there?",1,"[4, 3, 0.9]"
88.png,"In the scene, how many black cone's are there?",1,"[4, 3, 0.7]"
73.png,"In the scene, how many yellow cylinder's are there?",1,"[4, 1, 0.7]"
110.png,"In the scene, how many yellow cone's are there?",1,"[5, 2, 0.99]"
45.png,"In the scene, how many red torus's are there?",2,"[2, 3, 0.9]"
99.png,"In the scene, how many blue sphere's are there?",1,"[5, 1, 0.8]"
30.png,"In the scene, how many red cone's are there?",1,"[2, 1, 0.99]"
0.png,"In the scene, how many yellow torus's are there?",1,"[1, 1, 0.7]"
21.png,"In the scene, how many white torus's are there?",1,"[1, 3, 0.9]"
16.png,"In the scene, how many black cone's are there?",1,"[1, 3, 0.7]"
52.png,"In the scene, how many red cylinder's are there?",1,"[3, 1, 0.9]"
25.png,"In the scene, how many yellow cube's are there?",1,"[2, 1, 0.7]"
18.png,"In the scene, how many red sphere's are there?",2,"[1, 3, 0.8]"
40.png,"In the scene, how many black torus's are there?",1,"[2, 3, 0.7]"
35.png,"In the scene, how many white cylinder's are there?",1,"[2, 2, 0.8]"
38.png,"In the scene, how many black cylinder's are there?",1,"[2, 2, 0.99]"
74.png,"In the scene, how many black sphere's are there?",1,"[4, 1, 0.8]"
34.png,"In the scene, how many yellow cone's are there?",1,"[2, 2, 0.8]"
80.png,"In the scene, how many red cone's are there?",1,"[4, 2, 0.7]"
109.png,"In the scene, how many yellow sphere's are there?",1,"[5, 2, 0.9]"
96.png,"In the scene, how many white sphere's are there?",1,"[5, 1, 0.7]"
104.png,"In the scene, how many blue cube's are there?",1,"[5, 2, 0.7]"
10.png,"In the scene, how many white cylinder's are there?",1,"[1, 2, 0.8]"
71.png,"In the scene, how many black cube's are there?",1,"[3, 3, 0.99]"
47.png,"In the scene, how many blue cube's are there?",1,"[2, 3, 0.99]"
13.png,"In the scene, how many black cube's are there?",1,"[1, 2, 0.9]"
85.png,"In the scene, how many red cone's are there?",1,"[4, 2, 0.9]"
37.png,"In the scene, how many yellow cube's are there?",1,"[2, 2, 0.9]"
5.png,"In the scene, how many red sphere's are there?",1,"[1, 1, 0.9]"
33.png,"In the scene, how many yellow sphere's are there?",1,"[2, 2, 0.7]"
92.png,"In the scene, how many yellow torus's are there?",1,"[4, 3, 0.9]"
2.png,"In the scene, how many blue cube's are there?",1,"[1, 1, 0.8]"
27.png,"In the scene, how many black sphere's are there?",1,"[2, 1, 0.8]"
49.png,"In the scene, how many yellow sphere's are there?",1,"[3, 1, 0.7]"
4.png,"In the scene, how many red cube's are there?",1,"[1, 1, 0.9]"
24.png,"In the scene, how many blue cylinder's are there?",1,"[2, 1, 0.7]"
3.png,"In the scene, how many yellow cone's are there?",1,"[1, 1, 0.8]"
118.png,"In the scene, how many white torus's are there?",1,"[5, 3, 0.99]"
102.png,"In the scene, how many black cube's are there?",1,"[5, 1, 0.99]"
20.png,"In the scene, how many blue cylinder's are there?",1,"[1, 3, 0.9]"
57.png,"In the scene, how many black torus's are there?",1,"[3, 2, 0.7]"
79.png,"In the scene, how many red cylinder's are there?",1,"[4, 1, 0.99]"
12.png,"In the scene, how many red cone's are there?",1,"[1, 2, 0.9]"
60.png,"In the scene, how many blue cube's are there?",1,"[3, 2, 0.9]"
91.png,"In the scene, how many red cylinder's are there?",1,"[4, 3, 0.8]"
114.png,"In the scene, how many black cylinder's are there?",2,"[5, 3, 0.8]"
14.png,"In the scene, how many blue sphere's are there?",1,"[1, 2, 0.99]"
